id,name,description,image,category
W.207d,Giao nhau với đường không ưu tiên,Cảnh báo sắp tới nơi giao nhau với đường không ưu tiên phía trước.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Vietnam_road_sign_W207d.svg/1024px-Vietnam_road_sign_W207d.svg.png,2
W.207e,Giao nhau với đường không ưu tiên,Cảnh báo sắp tới nơi giao nhau với đường không ưu tiên phía trước.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Vietnam_road_sign_W207e.svg/1024px-Vietnam_road_sign_W207e.svg.png,2
W.207f,Giao nhau với đường không ưu tiên,Cảnh báo sắp tới nơi giao nhau với đường không ưu tiên phía trước.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Vietnam_road_sign_W207f.svg/1024px-Vietnam_road_sign_W207f.svg.png,2
W.207g,Giao nhau với đường không ưu tiên,Cảnh báo sắp tới nơi giao nhau với đường không ưu tiên phía trước.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Vietnam_road_sign_W207g.svg/1024px-Vietnam_road_sign_W207g.svg.png,2
W.207h,Giao nhau với đường không ưu tiên,Cảnh báo sắp tới nơi giao nhau với đường không ưu tiên phía trước.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Vietnam_road_sign_W207h.svg/1024px-Vietnam_road_sign_W207h.svg.png,2
W.207i,Giao nhau với đường không ưu tiên,Cảnh báo sắp tới nơi giao nhau với đường không ưu tiên phía trước.,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Vietnam_road_sign_W207i.svg/1024px-Vietnam_road_sign_W207i.svg.png,2
W.207j,Giao nhau với đường không ưu tiên,Cảnh báo sắp tới nơi giao nhau với đường không ưu tiên phía trước.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Vietnam_road_sign_W207j.svg/1024px-Vietnam_road_sign_W207j.svg.png,2
W.207k,Giao nhau với đường không ưu tiên,Cảnh báo sắp tới nơi giao nhau với đường không ưu tiên phía trước.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Vietnam_road_sign_W207k.svg/1024px-Vietnam_road_sign_W207k.svg.png,2
W.207l,Giao nhau với đường không ưu tiên,Cảnh báo sắp tới nơi giao nhau với đường không ưu tiên phía trước.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Vietnam_road_sign_W207l.svg/1024px-Vietnam_road_sign_W207l.svg.png,2
W.207m,Giao nhau với đường không ưu tiên,Cảnh báo sắp tới nơi giao nhau với đường không ưu tiên phía trước.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Vietnam_road_sign_W207m.svg/1024px-Vietnam_road_sign_W207m.svg.png,2
W.208,Giao nhau với đường ưu tiên,Cảnh báo sắp tới nơi giao nhau với đường ưu tiên phía trước.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Vietnam_road_sign_W208.svg/1024px-Vietnam_road_sign_W208.svg.png,2
W.209,Giao nhau có tín hiệu đèn giao thông,Cảnh báo nơi giao nhau nguy hiểm có điều khiển bằng đèn giao thông.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Vietnam_road_sign_W209.svg/1024px-Vietnam_road_sign_W209.svg.png,2
W.210,Giao nhau với đường sắt có rào chắn,Cảnh báo phía trước là nơi đường bộ và đường sắt có rào chắn kín/nửa kín.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Vietnam_road_sign_W210.svg/1024px-Vietnam_road_sign_W210.svg.png,2
W.211a,Giao nhau với đường sắt không có rào chắn,Cảnh báo phía trước là nơi giao nhau giữa đường bộ và đường sắt không rào chắn.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Vietnam_road_sign_W211a.svg/1024px-Vietnam_road_sign_W211a.svg.png,2
W.211b,Giao nhau với đường tàu điện (chỉ tìm thấy trên các tuyến đường cao tốc nước ta),Cảnh báo phía trước là nơi giao nhau giữa đường bộ và đường tàu điện.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Vietnam_road_sign_W211b.svg/1024px-Vietnam_road_sign_W211b.svg.png,2
W.212,Cầu hẹp,Cảnh báo phía trước là đầu cầu hẹp.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Vietnam_road_sign_W212.svg/1024px-Vietnam_road_sign_W212.svg.png,2
W.213,Cầu tạm,Cảnh báo phía trước có đầu cầu tạm.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Vietnam_road_sign_W213.svg/1024px-Vietnam_road_sign_W213.svg.png,2
W.214,Cầu quay – cầu cất,Cảnh báo sắp đến cầu quay – cầu cất.,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Vietnam_road_sign_W214.svg/1024px-Vietnam_road_sign_W214.svg.png,2
W.215a,"Kè, vực sâu phía trước","Cảnh báo ""Kè, vực sâu phía trước"".",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Vietnam_road_sign_W215a.svg/1024px-Vietnam_road_sign_W215a.svg.png,2
W.215b,"Kè, vực sâu bên đường phía bên phải","Cảnh báo ""Kè, vực sâu bên đường phía bên trái"".",https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Vietnam_road_sign_W215b.svg/1024px-Vietnam_road_sign_W215b.svg.png,2
W.215c,"Kè, vực sâu bên đường phía bên trái","Cảnh báo ""Kè, vực sâu bên đường phía bên phải"".",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Vietnam_road_sign_W215c.svg/1024px-Vietnam_road_sign_W215c.svg.png,2
W.216a,Đường ngầm (thường đặt thêm cột thủy chí để báo mực nước),Cảnh báo phía trước có đường ngầm/đường tràn.,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Vietnam_road_sign_W216a.svg/1024px-Vietnam_road_sign_W216a.svg.png,2
W.216b,Đường ngầm có nguy cơ lũ quét (thường đặt thêm cột thủy chí để báo mực nước),Cảnh báo phía trước có đường ngầm có nguy cơ lũ quét.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Vietnam_road_sign_W216b.svg/1024px-Vietnam_road_sign_W216b.svg.png,2
W.217,Bến phà,Cảnh báo sắp đến bến phà.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Vietnam_road_sign_W217.svg/1024px-Vietnam_road_sign_W217.svg.png,2
W.218,Cửa chui,"Cảnh báo sắp đến cửa chui, đường hầm, cổng chắn ngang, cổng thành, cầu vượt có dạng vòm.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Vietnam_road_sign_W218.svg/1024px-Vietnam_road_sign_W218.svg.png,2
W.219,Dốc xuống nguy hiểm,Cảnh báo sắp tới đoạn đường xuống dốc.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Vietnam_road_sign_W219.svg/1024px-Vietnam_road_sign_W219.svg.png,2
W.220,Dốc lên nguy hiểm,Cảnh báo sắp tới đoạn đường lên dốc.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Vietnam_road_sign_W220.svg/1024px-Vietnam_road_sign_W220.svg.png,2
W.221a,Đường lồi lõm,"Cảnh báo đoạn đường phía trước xấu như có gập ghềnh, ổ gà, ổ voi, lồi lõm.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Vietnam_road_sign_W221a.svg/1024px-Vietnam_road_sign_W221a.svg.png,2
W.221b,Đường có gờ giảm tốc,Cảnh báo xe đi chậm vì phía trước có gờ giảm tốc.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Vietnam_road_sign_W221b.svg/1024px-Vietnam_road_sign_W221b.svg.png,2
W.222a,Đường trơn,Cảnh báo đường phía trước dễ trơn trượt nhất là khi di chuyển trong điều kiện thời tiết xấu.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Vietnam_road_sign_W222a.svg/1024px-Vietnam_road_sign_W222a.svg.png,2
W.222b,Lề đường nguy hiểm,"Cảnh báo lề đường nguy hiểm, không ổn định dễ khiến bánh xe bị quay tại chỗ hoặc văng đất đá lên xe.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Vietnam_road_sign_W222b.svg/1024px-Vietnam_road_sign_W222b.svg.png,2
W.223a,Vách núi nguy hiểm phía bên phải,Cảnh báo vách núi nguy hiểm bên trái.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Vietnam_road_sign_W223a.svg/1024px-Vietnam_road_sign_W223a.svg.png,2
W.223b,Vách núi nguy hiểm phía bên trái,Cảnh báo vách núi nguy hiểm bên phải.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Vietnam_road_sign_W223b.svg/1024px-Vietnam_road_sign_W223b.svg.png,2
W.224,Đường người đi bộ cắt ngang,Cảnh báo có phần đường dành cho người đi bộ sang đường ở phía trước.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Vietnam_road_sign_W224.svg/1024px-Vietnam_road_sign_W224.svg.png,2
W.225,Trẻ em,"Cảnh báo đoạn đường phía trước có trường học, vườn trẻ, câu lạc bộ, hoặc những nơi thường có trẻ em tụ tập hoặc đi qua.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Vietnam_road_sign_W225.svg/1024px-Vietnam_road_sign_W225.svg.png,2
W.226,Đường người đi xe đạp cắt ngang,Cảnh báo phía trước có đường người đi xe đạp cắt ngang.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Vietnam_road_sign_W226.svg/1024px-Vietnam_road_sign_W226.svg.png,2
W.227,Công trường,"Cảnh báo phía trước là đoạn đường đang thi công, cải tạo, sửa chữa và có máy móc đặt trên đường.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Vietnam_road_sign_W227.svg/1024px-Vietnam_road_sign_W227.svg.png,2
W.228a,Đá lở từ bên trái,Cảnh báo phía trước là đoạn đường có hiện tượng sạt lở bất ngờ.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Vietnam_road_sign_W228a.svg/1024px-Vietnam_road_sign_W228a.svg.png,2
W.228b,Đá lở từ bên phải,Cảnh báo phía trước là đoạn đường có hiện tượng kết cấu mặt đường rời rạc dễ bị sỏi đá bắn lên.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Vietnam_road_sign_W228b.svg/1024px-Vietnam_road_sign_W228b.svg.png,2
W.228c,Sỏi đá bắn lên,Cảnh báo phía trước là đoạn đường có kết cấu mặt đường dễ bị sỏi đá bắn lên.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Vietnam_road_sign_W228c.svg/1024px-Vietnam_road_sign_W228c.svg.png,2
W.228d,Nền đường yếu,"Cảnh báo phía trước là đoạn đường có nền đường yếu, dễ lún.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Vietnam_road_sign_W228d.svg/1024px-Vietnam_road_sign_W228d.svg.png,2
W.229,Dải máy bay lên xuống,Cảnh báo đoạn đường ở sát đường sân bay và cắt ngang hướng máy bay.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Vietnam_road_sign_W229.svg/1024px-Vietnam_road_sign_W229.svg.png,2
W.230,Gia súc,Cảnh báo phía trước có gia súc thả rông hoặc lùa qua.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Vietnam_road_sign_W230.svg/1024px-Vietnam_road_sign_W230.svg.png,2
W.231,Thú rừng vượt qua đường,Cảnh báo phía trước có thú rừng vượt qua đường.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Vietnam_road_sign_W231.svg/1024px-Vietnam_road_sign_W231.svg.png,2
W.232,Gió ngang (thường đặt thêm thiết bị đo gió ở các khu vực này để cho biết cường độ gió),Cảnh báo đoạn đường phía trước có gió ngang thổi mạnh.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Vietnam_road_sign_W232.svg/1024px-Vietnam_road_sign_W232.svg.png,2
W.233,Nguy hiểm khác,Cảnh báo nguy hiểm khác không thuộc phạm trù các biển báo khác.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Vietnam_road_sign_W233.svg/1024px-Vietnam_road_sign_W233.svg.png,2
W.234,Giao nhau với đường hai chiều,Cảnh báo phía trước sắp giao với đường hai chiều.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Vietnam_road_sign_W234.svg/1024px-Vietnam_road_sign_W234.svg.png,2
W.235,Đường đôi,Cảnh báo phía trước là đường đôi.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Vietnam_road_sign_W235.svg/1024px-Vietnam_road_sign_W235.svg.png,2
W.236,Kết thúc đường đôi,Cảnh báo sắp kết thúc đoạn đường đôi phía trước.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Vietnam_road_sign_W236.svg/1024px-Vietnam_road_sign_W236.svg.png,2
W.237,Cầu vồng,"Cảnh báo sắp đến công trình có độ vồng lớn, bị chắn tầm nhìn.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Vietnam_road_sign_W237.svg/1024px-Vietnam_road_sign_W237.svg.png,2
W.238,Đường cao tốc phía trước,Cảnh báo phía trước là đường nhánh sắp nhập vào đường cao tốc.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Vietnam_road_sign_W238.svg/1024px-Vietnam_road_sign_W238.svg.png,2
W.239a,Đường cáp điện ở phía trên,Cảnh báo phía trước có đường dây điện cắt ngang trên tuyến đường (kèm thêm biển S509a: Chiều cao an toàn).,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Vietnam_road_sign_W239.svg/1024px-Vietnam_road_sign_W239.svg.png,2
W.239b,Chiều cao tĩnh không thực tế,Cảnh báo chiều cao tĩnh không thực tế phía trước.,https://lawfirm.vn/wp-content/uploads/2024/04/bien-so-w-239b-chieu-cao-tinh-khong-thuc-te.jpg,2
W.240,Đường hầm,Cảnh báo phía trước sắp vào đường hầm.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Vietnam_road_sign_W240.svg/1024px-Vietnam_road_sign_W240.svg.png,2
W.241,Ùn tắc giao thông,Cảnh báo đoạn đường phía trước thường xuyên bị ùn tắc giao thông.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Vietnam_road_sign_W241.svg/1024px-Vietnam_road_sign_W241.svg.png,2
W.242a,Giao nhau vuông góc với một cặp đường ray,"Cảnh báo chỗ đường sắt giao vuông góc với đường bộ, có duy nhất một cặp đường ray cắt ngang.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Vietnam_road_sign_W242a.svg/1024px-Vietnam_road_sign_W242a.svg.png,2
W.242b,Giao nhau vuông góc với nhiều cặp đường ray,Cảnh báo chỗ đường sắt giao vuông góc với đường bộ.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Vietnam_road_sign_W242b.svg/1024px-Vietnam_road_sign_W242b.svg.png,2
W.243a,Báo trước giao nhau không vuông góc với đường sắt (50m),"Cảnh báo đường bộ và đường sắt cùng mức, không vuông góc, cách ray gần nhất nơi giao đường sắt với khoảng cách 50m.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Vietnam_road_sign_W243a.svg/1024px-Vietnam_road_sign_W243a.svg.png,2
W.243b,Báo trước giao nhau không vuông góc với đường sắt (100m),"Cảnh báo đường bộ và đường sắt cùng mức, không vuông góc, cách ray gần nhất nơi giao đường sắt với khoảng cách 100m.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Vietnam_road_sign_W243b.svg/1024px-Vietnam_road_sign_W243b.svg.png,2
W.243c,Báo trước giao nhau không vuông góc với đường sắt (150m),"Cảnh báo đường bộ và đường sắt cùng mức, không vuông góc, cách ray gần nhất nơi giao đường sắt với khoảng cách 150m.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Vietnam_road_sign_W243c.svg/1024px-Vietnam_road_sign_W243c.svg.png,2
W.244,Đoạn đường hay xảy ra tai nạn,Cảnh báo đoạn đường phía trước hay xảy ra tai nạn.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Vietnam_road_sign_W244.svg/1024px-Vietnam_road_sign_W244.svg.png,2
W.245a,Đi chậm,Cảnh báo phía trước cần giảm tốc độ.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Vietnam_road_sign_W245a.svg/1024px-Vietnam_road_sign_W245a.svg.png,2
W.245b,Đi chậm (song ngữ),Bắt buộc dùng biển đối với các tuyến đường đối ngoại để giảm tốc độ.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Vietnam_road_sign_W245b.svg/1024px-Vietnam_road_sign_W245b.svg.png,2
W.246a,Chú ý chướng ngại vật – vòng tránh ra hai bên,"Cảnh báo phía trước có chướng ngại vật, vòng tránh ra hai bên.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Vietnam_road_sign_W246a.svg/1024px-Vietnam_road_sign_W246a.svg.png,2
W.246b,Chú ý chướng ngại vật – vòng tránh sang bên trái,"Cảnh báo phía trước có chướng ngại vật, vòng tránh sang bên trái.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Vietnam_road_sign_W246b.svg/1024px-Vietnam_road_sign_W246b.svg.png,2
W.246c,Chú ý chướng ngại vật – vòng tránh sang bên phải,"Cảnh báo phía trước có chướng ngại vật, vòng tránh sang bên phải.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Vietnam_road_sign_W246c.svg/1024px-Vietnam_road_sign_W246c.svg.png,2
W.247,Chú ý xe đỗ,Cảnh báo làn đường xe chạy đang bị lấn chiếm một phần bởi các phương tiện khác.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Vietnam_road_sign_W247.svg/1024px-Vietnam_road_sign_W247.svg.png,2
R.301a,Hướng đi phải theo - chỉ được đi thắng,"Khi đặt biển số R.301a ở trước nơi đường giao nhau thì hiệu lực tác dụng của biển là ở phạm vi khu vực nơi đường giao nhau phía sau biển tức là cấm xe rẽ phải hay rẽ trái. Nếu biển này đặt ở sau nơi đường giao nhau (bắt đầu vào đoạn đường phố) thì hiệu lực tác dụng của biển là từ vị trí đặt biển đến nơi đường giao nhau. Trong trường hợp này cấm rẽ trái và quay đầu trong vùng tác dụng của biển, chỉ cho phép rẽ vào cổng nhà hoặc ngõ phố có trên đoạn đường từ nơi đường giao nhau đặt biển đến nơi đường giao nhau tiếp theo.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Vietnam_road_sign_R301a.svg/1024px-Vietnam_road_sign_R301a.svg.png,3
R.301b,Hướng đi phải theo - chỉ được rẽ phải,Biển số R. 301b được đặt ở sau nơi đường giao nhau nhằm chỉ hướng cho phép xe đi ngang qua nơi đường giao nhau và ngăn chặn hướng đi ngược chiều trên đường phố với đường một chiều. Biển bắt buộc người tham gia giao thông chỉ được phép rẽ phải ở phạm vi nơi đường giao nhau trước mặt biển.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Vietnam_road_sign_R301b.svg/1024px-Vietnam_road_sign_R301b.svg.png,3
R.301c,Hướng đi phải theo - chỉ được rẽ trái,Biển số R. 301c được đặt ở sau nơi đường giao nhau nhằm chỉ hướng cho phép xe đi ngang qua nơi đường giao nhau và ngăn chặn hướng đi ngược chiều trên đường phố với đường một chiều. Biển bắt buộc người tham gia giao thông chỉ được phép rẽ trái ở phạm vi nơi đường giao nhau trước mặt biển.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Vietnam_road_sign_R301c.svg/1024px-Vietnam_road_sign_R301c.svg.png,3
R.301d,Hướng đi phải theo - chỉ được rẽ phải,Biển số R.301d được đặt ở trước nơi đường giao nhau. Biển bắt buộc người tham gia giao thông chỉ được phép rẽ phải ở phạm vi nơi đường giao nhau đằng sau mặt biển.,https://bienbaocongtrinh.com/upload/sanpham/bien-bao-hieu-lenh-301d-6484.jpg,3
R.301e,Hướng đi phải theo - chỉ được rẽ trái,Biển số R.301e được đặt ở trước nơi đường giao nhau. Biển bắt buộc người tham gia giao thông chỉ được phép rẽ trái ở phạm vi nơi đường giao nhau đằng sau mặt biển.,,3
R.301f,Hướng đi phải theo - chỉ được đi thẳng và rẽ phải,Biển số R.301f được đặt ở trước nơi đường giao nhau. Biển bắt buộc người tham gia giao thông chỉ được phép đi thẳng hay rẽ phải ở phạm vi nơi đường giao nhau đằng sau mặt biển.,,3
R.301g,Hướng đi phải theo - chỉ được đi thẳng và rẽ trái,Biển số R.301g được đặt ở trước nơi đường giao nhau và người tham gia giao thông chỉ được phép đi thẳng hay rẽ trái và được phép quay đầu xe để đi theo hướng ngược lại.,,3
R.301h,Hướng đi phải theo - chỉ được rẽ trái và rẽ phải,"Biển số R.301h được đặt ở sau nơi đường giao nhau nhằm ngăn ngừa chuyển động ngược chiều trên đường phố với đường một chiều. Biển bắt buộc người tham gia giao thông chỉ được phép rẽ trái, quay đầu hoặc rẽ phải ở phạm vi nơi đường giao nhau trước mặt biển.",,3
R.302a,Hướng phải đi vòng chướng ngại vật - chỉ được vòng sang phải,"Hướng phải đi vòng chướng ngại vật, báo các loại xe (cơ giới và thô sơ) hướng đi vòng sang phải để qua một chướng ngại vật.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Vietnam_road_sign_R302a.svg/1024px-Vietnam_road_sign_R302a.svg.png,3
R.302b,Hướng phải đi vòng chướng ngại vật - chỉ được vòng sang trái,"Hướng phải đi vòng chướng ngại vật, báo các loại xe (cơ giới và thô sơ) hướng đi vòng sang trái để qua một chướng ngại vật.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Vietnam_road_sign_R302b.svg/1024px-Vietnam_road_sign_R302b.svg.png,3
R.302c,Hướng phải đi vòng chướng ngại vật - vòng sang trái hoặc sang phải,"Hướng phải đi vòng chướng ngại vật, báo các loại xe (cơ giới và thô sơ) hướng đi vòng sang trái hoặc sang phải để qua một chướng ngại vật.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Vietnam_road_sign_R302c.svg/1024px-Vietnam_road_sign_R302c.svg.png,3
R.303,Nơi giao nhau chạy theo vòng xuyến,Báo cho các loại xe (thô sơ và cơ giới) phải chạy vòng theo đảo an toàn ở nơi đường giao nhau.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Vietnam_road_sign_R303.svg/1024px-Vietnam_road_sign_R303.svg.png,3
R.304,Đường dành cho xe thô sơ,"Báo đường dành cho xe thô sơ (kể cả xe của người tàn tật) và người đi bộ. Cấm các xe cơ giới kể cả xe gắn máy, các xe được ưu tiên theo quy định đi vào đường này.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Vietnam_road_sign_R304.svg/1024px-Vietnam_road_sign_R304.svg.png,3
R.305,Đường dành cho người đi bộ,"Báo đường dành cho người đi bộ. Các loại xe cơ giới và thô sơ kể cả các xe được ưu tiên theo quy định không được phép đi vào đường này, trừ trường hợp đi cắt ngang qua nhưng phải đảm bảo tuyệt đối an toàn cho người đi bộ.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Vietnam_road_sign_R305.svg/1024px-Vietnam_road_sign_R305.svg.png,3
R.306,Tốc độ tối thiểu cho phép,Báo tốc độ tối thiểu cho phép các xe cơ giới chạy. Cấm các loại xe cơ giới chạy với tốc độ nhỏ hơn trị số ghi trên biển.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Vietnam_road_sign_R306.svg/1024px-Vietnam_road_sign_R306.svg.png,3
R.307,Hết tốc độ tối thiểu,Báo hết đoạn đường hạn chế tốc độ tối thiểu. Kể từ biển này các xe được phép chạy chậm hơn trị số ghi trên biển nhưng không được gây cản trở các xe khác.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Vietnam_road_sign_R307.svg/1024px-Vietnam_road_sign_R307.svg.png,3
R.308a,Tuyến đường cầu vượt cắt qua,"Biểu thị phía trước có cầu vượt, xe có thể đi thẳng hoặc theo chỉ dẫn trên hình vẽ để rẽ trái.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Vietnam_road_sign_R308a.svg/1024px-Vietnam_road_sign_R308a.svg.png,3
R.308b,Tuyến đường cầu vượt cắt qua,"Biểu thị phía trước có cầu vượt, xe có thể đi thẳng hoặc theo chỉ dẫn trên hình vẽ để rẽ phải.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Vietnam_road_sign_R308b.svg/1024px-Vietnam_road_sign_R308b.svg.png,3
R.309,Ấn còi,Biểu thị xe cộ đi đến vị trí cắm biển đó thì phải ấn còi.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Vietnam_road_sign_R309.svg/1024px-Vietnam_road_sign_R309.svg.png,3
R.310a,Hướng đi phải theo cho các xe chở hàng nguy hiểm,Báo cho các loại xe chở hàng nguy hiểm phải đi theo hướng quy định (rẽ trái).,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Vietnam_road_sign_R310a.svg/1024px-Vietnam_road_sign_R310a.svg.png,3
R.310b,Hướng đi phải theo cho các xe chở hàng nguy hiểm,Báo cho các loại xe chở hàng nguy hiểm phải đi theo hướng quy định (đi thẳng).,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Vietnam_road_sign_R310b.svg/1024px-Vietnam_road_sign_R310b.svg.png,3
R.310c,Hướng đi phải theo cho các xe chở hàng nguy hiểm,Báo cho các loại xe chở hàng nguy hiểm phải đi theo hướng quy định (rẽ phải).,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Vietnam_road_sign_R310c.svg/1024px-Vietnam_road_sign_R310c.svg.png,3
R.403a,Đường dành cho xe ô tô,Báo hiệu cho người điều khiển phương tiện biết bắt đầu đường dành cho các loại ô tô,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Vietnam_road_sign_R403a.svg/1024px-Vietnam_road_sign_R403a.svg.png,3
R.403b,"Đường dành cho xe ô tô, xe máy",Báo hiệu cho người điều khiển phương tiện biết bắt đầu đường dành cho các loại ô tô và xe máy,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Vietnam_road_sign_R403b.svg/1024px-Vietnam_road_sign_R403b.svg.png,3
R.403c,Đường dành cho xe buýt,Báo hiệu cho người điều khiển phương tiện biết bắt đầu đường dành cho xe buýt,,3
R.403d,Đường dành cho xe ô tô con,Báo hiệu cho người điều khiển phương tiện biết bắt đầu đường dành cho ô tô con,,3
R.403e,Đường dành cho xe máy,Báo hiệu cho người điều khiển phương tiện biết bắt đầu đường dành cho xe máy,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Vietnam_road_sign_R403e.svg/1024px-Vietnam_road_sign_R403e.svg.png,3
R.403f,Đường dành cho xe máy và xe đạp,"Báo hiệu cho người điều khiển phương tiện biết bắt đầu đường dành cho xe máy, xe đạp, bao gồm cả xe gắn máy và xe thô sơ",,3
R.404a,Hết đoạn đường dành cho xe ô tô,Báo hiệu cho người điều khiển phương tiện biết đã kết thúc đoạn đường dành cho xe ô tô,,3
R.404b,"Hết đoạn đường dành cho xe ô tô, xe máy",Báo hiệu cho người điều khiển phương tiện biết đã kết thúc đoạn đường dành cho xe máy,,3
R.404c,Hết đoạn đường dành cho xe buýt,Báo hiệu cho người điều khiển phương tiện biết đã kết thúc đoạn đường dành cho xe buýt,,3
R.404d,Hết đoạn đường dành cho xe ô tô con,Báo hiệu cho người điều khiển phương tiện biết đã kết thúc đoạn đường dành cho xe ô tô con,,3
R.404e,Hết đoạn đường dành cho xe máy,Báo hiệu cho người điều khiển phương tiện biết đã kết thúc đoạn đường dành cho xe máy,,3
R.404f,Hết đoạn đường dành cho xe máy và xe đạp,Báo hiệu cho người điều khiển phương tiện biết đã kết thúc đoạn đường dành cho xe máy và xe đạp,,3
